"代码","名称","最新价","涨跌额","涨跌幅","市值","成交量","成交额","买入价","卖出价","买量","卖量","今开","昨收","最高","最低","量比","委比","振幅","市盈率(静)","换手率","涨跌速率","5分钟涨跌幅","5日涨跌幅","10日涨跌幅","20日涨跌幅","60日涨跌幅","120日涨跌幅","250日涨跌幅","年初至今","所属行业"
"DK","Delek US","78.120","-3.430","-4.21%","4783457432.88","11554898","904090830.00","77.450","78.220","300","100","81.820","81.550","82.270","77.320","5.35","50.00%","6.07%","亏损","19.25%","-0.48%","-0.06%","+2.65%","+7.90%","+21.99%","+76.57%","+66.24%","+155.17%","+167.62%","油气炼制与销售"
"PECO","Phillips Edison","37.160","-0.200","-0.54%","4782492000.00","2650674","98505326.00","36.480","37.830","100","100","37.200","37.360","37.300","36.950","2.95","0.00%","0.94%","41.752","2.07%","0.03%","-0.03%","-2.96%","-4.87%","-5.47%","-11.09%","+2.62%","+9.59%","+7.13%","零售REITs"
"LFST","LifeStance Health","12.570","-0.040","-0.32%","4778537627.79","17910867","224705176.00","12.150","12.900","500","100","12.510","12.610","12.620","12.330","2.84","66.67%","2.30%","628.500","6.76%","0.04%","+0.12%","-3.08%","-2.03%","-0.63%","+30.26%","+98.89%","+140.34%","+78.55%","医疗保健设施"
"ACMR","ACM Research","68.510","+0.740","+1.09%","4771666417.96","1601090","109630081.00","68.000","69.750","100","100","68.720","67.770","69.440","67.770","1.84","0.00%","2.46%","50.007","2.60%","-0.09%","+0.10%","-4.85%","-1.31%","-12.75%","-32.57%","+70.98%","+90.89%","+73.66%","半导体设备与材料"
"TFSL","TFS Financial","16.900","+0.090","+0.54%","4739482559.50","1527217","25768635.00","16.610","17.270","2000","100","16.810","16.810","16.945","16.610","2.46","90.48%","1.99%","52.812","2.94%","-0.09%","+0.03%","-0.65%","-1.63%","-1.63%","+1.02%","+28.66%","+38.14%","+33.61%","地区银行"
"KRMN","Karman Holdings","35.750","+0.500","+1.42%","4738080061.00","11996054","429966162.00","35.760","36.200","100","100","36.450","35.250","37.170","35.380","2.98","0.00%","5.08%","272.900","11.75%","-0.56%","+0.01%","+1.33%","-11.77%","-34.23%","-20.27%","-57.48%","-45.93%","-51.14%","航空航天与国防"
"UNF","第一联合","261.620","+0.360","+0.14%","4731181340.26","733862","191751855.00","159.170","301.850","40","40","260.950","261.260","263.340","255.000","1.58","0.00%","3.19%","32.784","5.62%","-0.02%","+0.01%","-4.75%","-4.77%","-9.24%","-0.62%","+5.51%","+56.26%","+36.18%","专业商务服务"
"OGS","ONE Gas","75.190","-1.050","-1.38%","4726162941.30","1101370","82819985.00","0.000","81.240","0","300","75.670","76.240","75.770","74.650","1.82","-100.00%","1.47%","17.205","1.77%","0.17%","-0.24%","-2.78%","-6.64%","-7.62%","-2.87%","-10.00%","+2.55%","-0.23%","受监管天然气"
"VEON","VEON Ltd","68.630","-0.180","-0.26%","4725943812.85","256884","17795854.00","65.450","78.000","100","600","68.920","68.810","70.890","68.550","1.37","-71.43%","3.40%","9.150","0.41%","-0.25%","-0.41%","+1.12%","+3.59%","+21.62%","+33.11%","+47.69%","+24.60%","+30.55%","电信服务"
"HASI","HA Sustainable Infrastructure","36.730","-0.450","-1.21%","4719650366.70","2315441","84990493.00","36.500","37.900","100","100","37.030","37.180","37.145","36.160","2.82","0.00%","2.65%","26.049","1.84%","-0.08%","-0.04%","-1.71%","-7.81%","-9.58%","-5.02%","+3.40%","+33.46%","+19.51%","资产管理"
"SLM","学贷美","25.100","+0.110","+0.44%","4717468645.80","5056230","126854371.00","24.350","25.910","100","100","24.980","24.990","25.290","24.870","2.85","0.00%","1.68%","7.254","2.72%","-0.16%","-0.28%","-3.61%","-4.78%","-2.42%","+5.80%","+24.64%","-9.76%","-5.60%","信贷"
"MEOH","梅思恩","60.965","-0.065","-0.11%","4716512293.80","1275965","77884681.00","55.900","63.240","500","100","61.520","61.030","61.520","60.440","0.73","66.67%","1.77%","65.553","1.72%","-0.02%","-0.38%","-2.80%","+3.02%","+4.14%","+27.01%","-5.95%","+59.56%","+55.00%","化学制品"
"GOLF","高尔史密斯国际控股","80.550","-1.000","-1.23%","4704526294.20","955762","77118467.00","0.000","88.700","0","900","81.420","81.550","81.620","80.520","3.19","-100.00%","1.35%","25.900","3.52%","0.16%","-0.40%","-5.41%","-6.70%","-9.48%","-26.22%","-12.09%","+9.37%","+1.77%","休闲"
"OMAB","墨西哥中北部机场","97.450","-0.100","-0.10%","4704026296.10","252611","24784427.00","92.530","109.800","100","100","97.140","97.550","100.330","96.605","2.61","0.00%","3.82%","15.117","0.75%","-0.16%","+0.80%","-1.30%","-1.77%","-4.42%","-9.48%","-11.93%","-4.17%","-7.83%","机场和航空服务"
"FBIN","Fortune Brands Innovations","39.400","-0.350","-0.88%","4703236193.80","3330427","131340416.00","38.170","44.170","100","100","39.500","39.750","39.820","39.200","1.46","0.00%","1.56%","15.951","2.81%","0.00%","+0.05%","-3.27%","-6.66%","-11.90%","-11.25%","+4.57%","-27.68%","-19.82%","建筑产品与设备"
"FFIN","First Financial Bankshares","32.810","-0.030","-0.09%","4702575504.67","1543066","50604979.00","25.560","35.750","100","800","32.840","32.840","32.930","32.520","1.79","-77.78%","1.25%","18.536","1.12%","-0.02%","-0.18%","-0.39%","-0.93%","-3.51%","-2.97%","+14.69%","-3.45%","+12.03%","地区银行"
"ACAD","阿卡迪亚","27.290","-0.160","-0.58%","4702217586.22","5482812","149335574.00","27.000","27.230","100","100","27.370","27.450","27.475","26.730","4.14","0.00%","2.71%","11.865","4.27%","-0.02%","+1.22%","-1.94%","-2.05%","-6.03%","+16.82%","+31.52%","+11.75%","+2.17%","生物技术"
"GEF","格瑞夫","82.710","-0.380","-0.46%","4701911313.60","684173","56525823.00","58.650","0.000","200","0","82.470","83.090","82.900","81.560","1.69","100.00%","1.61%","5.599","2.45%","-0.14%","+0.12%","+1.23%","-1.98%","-3.58%","+14.66%","+26.67%","+43.34%","+25.22%","包装与容器"
"CSW","CSW Industrials","287.680","-0.980","-0.34%","4687310340.16","289619","83262425.00","0.000","385.550","0","40","288.740","288.660","289.850","284.880","1.96","-100.00%","1.72%","42.937","1.80%","-0.02%","+0.26%","-4.33%","-5.85%","-10.83%","+2.67%","+9.22%","+12.47%","-1.70%","专用工业机械"
"GNTX","真泰克","22.240","-0.220","-0.98%","4685597281.44","4338729","96556496.00","22.060","23.000","100","100","22.330","22.460","22.395","22.120","2.53","0.00%","1.22%","12.781","2.07%","-0.07%","-0.63%","-2.41%","-2.63%","-5.72%","-10.74%","+3.49%","-20.88%","-2.93%","汽车零件"
"SR","Spire","79.230","-1.110","-1.38%","4683507698.61","1231500","97600944.00","78.600","82.500","100","100","79.660","80.340","79.905","78.560","2.26","0.00%","1.67%","18.130","2.13%","0.19%","-0.11%","-1.21%","-3.95%","-3.91%","+0.71%","-10.82%","+7.83%","-1.32%","受监管天然气"
"BB","黑莓","7.990","+0.050","+0.63%","4682942443.69","13748113","109510219.00","7.990","8.000","500","1600","8.060","7.940","8.105","7.800","1.42","-52.38%","3.84%","88.777","2.36%","-0.06%","+0.06%","+4.17%","+3.77%","-1.84%","-7.31%","+152.85%","+89.79%","+110.82%","软件基础设施"
"REYN","Reynolds Consumer Products","22.120","-0.570","-2.51%","4662696521.84","1771800","39291748.00","21.310","23.650","500","100","22.610","22.690","22.620","22.060","1.19","66.67%","2.47%","15.468","3.28%","-0.07%","-0.02%","+1.70%","+1.33%","-13.25%","-13.27%","+7.97%","+0.89%","-0.61%","包装与容器"
"AKO.B","Andina Bottling-B","29.520","-1.030","-3.37%","4657127361.84","4386","132086.00","28.110","31.650","4900","200","30.250","30.550","30.250","29.520","1.12","92.16%","2.39%","17.498","0.01%","-1.97%","-1.97%","+0.07%","-0.94%","-2.86%","+1.57%","+22.57%","+25.97%","+10.09%","非酒精饮料"
"CUZ","卡津斯不动产信托基金","28.290","0.000","0.00%","4656592220.82","2614833","73871469.00","27.750","28.590","100","100","28.270","28.290","28.420","28.000","1.97","0.00%","1.48%","117.875","1.61%","0.00%","+0.04%","+0.35%","-3.28%","-4.36%","-0.37%","+35.88%","+2.91%","+13.89%","办公室REITs"
"DOCS","Doximity","26.110","-0.460","-1.73%","4654002537.80","7207251","188529163.00","25.700","27.000","500","900","26.545","26.570","26.860","25.950","2.92","-28.57%","3.42%","26.642","5.83%","0.21%","-0.53%","+2.07%","-3.65%","+0.66%","+25.35%","+10.22%","-64.14%","-41.03%","健康信息服务"
"IOVA","Iovance Biotherapeutics","10.250","+0.230","+2.30%","4642957178.00","22879704","232050548.00","10.220","10.230","100","1400","10.120","10.020","10.270","9.830","1.28","-86.67%","4.39%","亏损","5.80%","-0.24%","+1.29%","+19.19%","+17.82%","+14.02%","+141.18%","+192.02%","+400.00%","+275.46%","生物技术"
"HCC","Warrior Met Coal","87.930","-3.870","-4.22%","4642887509.91","1997273","175820703.00","87.930","89.800","100","200","88.530","91.800","89.830","87.310","2.48","-33.33%","2.75%","81.416","3.86%","0.34%","-0.26%","-10.06%","-14.85%","-14.93%","+4.58%","-11.17%","+40.33%","-0.00%","焦炭"
"RELY","Remitly Global","21.930","+0.200","+0.92%","4642231304.22","8910901","195644574.00","21.690","22.850","100","100","21.590","21.730","22.275","21.564","2.35","0.00%","3.27%","70.741","4.45%","0.07%","+0.14%","-0.27%","-18.54%","-11.25%","+2.24%","+46.10%","+28.17%","+58.91%","软件基础设施"
"RDN","Radian Group","35.010","+0.210","+0.60%","4631869143.18","2937241","102708701.00","34.110","35.840","100","100","34.580","34.800","35.070","34.580","1.98","0.00%","1.41%","8.456","2.26%","0.06%","+0.17%","-1.71%","-4.89%","-3.83%","-3.57%","+9.00%","-3.15%","-0.53%","专门保险"
"BOX","Box Inc","33.720","-0.950","-2.74%","4626410065.56","4826622","163106270.00","33.200","34.760","600","100","34.800","34.670","34.800","33.660","1.76","71.43%","3.29%","58.137","3.65%","0.04%","-0.25%","-0.09%","-6.23%","+2.49%","+32.44%","+46.16%","+4.82%","+12.74%","软件基础设施"
"OII","国际海洋工程","46.290","+0.090","+0.19%","4607227267.05","2660709","122776980.00","45.000","47.960","400","100","46.150","46.200","46.455","45.180","2.69","60.00%","2.76%","13.263","2.72%","-0.11%","+0.39%","-9.40%","-10.60%","-11.81%","+27.56%","+27.42%","+90.02%","+92.63%","油气设备与服务"
"CRGY","Crescent Energy","13.900","-0.210","-1.49%","4592611374.40","20484468","285121238.00","13.750","13.910","100","100","14.020","14.110","14.200","13.865","2.91","0.00%","2.37%","25.740","6.93%","-0.11%","0.00%","-5.18%","-0.43%","+0.65%","+38.03%","+3.42%","+72.42%","+70.60%","油气勘探与开发"
"AXTI","AXT Inc","70.030","+2.280","+3.37%","4592092036.36","16819914","1172723017.00","69.940","70.150","100","700","69.720","67.750","71.310","67.670","2.03","-75.00%","5.37%","亏损","26.70%","0.01%","+0.14%","+8.12%","+24.61%","-4.23%","-0.16%","+15.50%","+1513.59%","+328.32%","半导体设备与材料"
"SKY","Champion Homes","84.590","-0.560","-0.66%","4591556535.06","1191094","100519720.00","69.950","95.000","100","700","84.380","85.150","84.695","83.020","1.93","-75.00%","1.97%","23.112","2.23%","-0.02%","+0.17%","+1.72%","-1.77%","-5.96%","-4.13%","+16.61%","+13.68%","+0.11%","住宅施工"
"CIGI","高力国际集团","89.610","+0.830","+0.93%","4579413399.81","314523","27950675.00","88.110","140.310","500","100","88.180","88.780","89.690","87.860","1.10","66.67%","2.06%","44.361","0.77%","0.25%","+0.48%","-4.01%","-11.09%","-16.02%","-0.38%","-10.11%","-45.35%","-38.95%","房地产服务"
"ENPH","Enphase Energy","34.640","-1.380","-3.83%","4577490606.72","7150505","247751596.00","34.600","34.640","100","8100","36.095","36.020","36.140","34.191","2.00","-97.56%","5.41%","26.852","5.58%","0.09%","-0.40%","-4.70%","-4.60%","-9.70%","-27.56%","-8.46%","-9.84%","+8.08%","太阳能"
"EQPT","EquipmentShare.com","18.030","-0.340","-1.85%","4568368612.89","10917332","196561207.00","17.780","18.110","400","100","18.350","18.370","18.500","17.630","3.97","60.00%","4.74%","1639.090","9.39%","0.06%","+0.06%","+0.06%","-0.61%","-1.31%","-19.15%","-10.07%","-26.41%","-26.41%","租赁服务"
"LPX","Louisiana-Pacific","65.320","-0.500","-0.76%","4567397141.20","1148652","75024606.00","63.750","70.860","100","100","66.820","65.820","66.820","64.490","1.01","0.00%","3.54%","31.403","1.94%","-0.49%","-0.32%","-2.93%","-3.56%","-11.43%","-17.70%","-7.61%","-24.86%","-18.15%","建筑产品与设备"
"ADPT","Adaptive Biotechnologies","28.610","+0.060","+0.21%","4566037039.62","2985539","84948535.00","27.860","29.320","100","100","28.550","28.550","28.680","27.910","0.97","0.00%","2.70%","亏损","2.38%","-0.07%","+0.35%","+18.22%","+16.44%","+12.46%","+47.93%","+130.54%","+114.15%","+76.17%","诊断与研究"
"NSIT","Insight Enterprises","154.910","+0.260","+0.17%","4546430353.50","1108768","171553504.00","150.000","190.000","100","100","155.220","154.650","157.000","151.820","2.41","0.00%","3.35%","31.874","3.84%","0.20%","+0.16%","-6.33%","-2.66%","+5.91%","+36.73%","+135.35%","+30.10%","+90.14%","电子与计算机分销"
"AIR","AAR Corp","112.770","+0.650","+0.58%","4539989386.80","1424273","160001464.00","109.010","117.110","500","100","111.740","112.120","112.895","110.360","3.58","66.67%","2.26%","23.203","3.63%","0.39%","+0.50%","-10.13%","-10.26%","-14.82%","-15.17%","+5.15%","+49.76%","+36.21%","航空航天与国防"
"SFBS","ServisFirst Bancshares","41.450","+0.500","+1.22%","4532351079.00","2166862","89672620.00","40.000","45.100","200","1000","40.800","40.950","41.670","40.495","3.33","-66.67%","2.87%","16.383","2.12%","0.05%","-0.32%","-1.61%","-2.47%","-5.02%","-1.80%","+15.40%","+0.31%","+17.21%","地区银行"
"ALK","阿拉斯加航空","40.540","+0.530","+1.32%","4524390484.80","3286226","132975204.00","40.550","41.000","300","3100","40.080","40.010","40.820","39.750","1.25","-82.35%","2.67%","48.843","2.96%","-0.15%","+0.02%","-1.51%","-2.08%","+0.90%","-21.37%","+12.11%","-29.19%","-19.40%","航空服务"
"CON","Concentra Group","35.470","-0.060","-0.17%","4523054095.92","4867077","172238012.00","34.510","36.050","100","200","35.560","35.530","35.660","34.780","5.07","-33.33%","2.48%","27.284","4.33%","-0.11%","+0.80%","+1.49%","+2.78%","+1.90%","+21.94%","+68.65%","+73.42%","+81.50%","医疗保健设施"
"CHEF","The Chefs' Warehouse","110.850","+0.690","+0.63%","4522245800.55","1004738","111138404.00","108.000","177.340","100","200","110.310","110.160","111.410","109.500","1.73","-33.33%","1.73%","65.982","2.72%","-0.13%","-0.31%","+0.36%","-2.94%","+1.85%","+15.92%","+86.24%","+70.72%","+77.84%","食品分销"
"HRI","Herc Holdings","135.260","-3.500","-2.52%","4521937115.44","5626915","762591992.00","135.260","179.000","100","100","138.120","138.760","140.480","134.120","7.88","0.00%","4.58%","4508.666","18.38%","0.17%","-0.40%","-4.04%","-2.65%","-15.91%","-5.09%","+36.17%","+15.78%","-7.49%","租赁服务"
"CNR","Core Natural Resources","91.080","-2.240","-2.40%","4520870287.56","1407113","128244911.00","90.000","98.760","200","100","92.400","93.320","92.480","89.890","3.02","33.33%","2.78%","亏损","2.90%","0.23%","+0.05%","-6.56%","-6.52%","-2.77%","+12.79%","-19.40%","+20.36%","+3.24%","动力煤"
"NNI","Nelnet","126.070","-0.510","-0.40%","4510713748.66","232736","29364576.00","103.440","203.990","100","100","125.840","126.580","127.330","125.500","1.32","0.00%","1.45%","10.692","1.45%","0.33%","-0.32%","-0.49%","-0.94%","-0.16%","-5.10%","+0.14%","+0.22%","-4.45%","信贷"
"MMYT","MakeMyTrip","47.920","+0.050","+0.10%","4507291083.04","1355479","64648492.00","47.880","51.780","100","100","47.870","47.870","48.075","46.770","1.77","0.00%","2.73%","133.111","4.79%","-0.48%","+0.46%","-4.33%","-16.12%","-21.17%","-7.28%","+32.01%","-52.95%","-41.65%","旅游服务"
"RUM","RUM Group","9.090","+0.200","+2.25%","4506914663.46","12440637","113220806.00","9.080","9.100","19000","100","9.050","8.890","9.350","8.955","1.21","98.95%","4.45%","亏损","9.29%","-0.38%","+0.33%","+26.78%","+0.55%","+7.83%","+46.61%","+92.99%","+18.21%","+43.83%","互联网内容与信息"
"OLLI","Ollie's Bargain Outlet","75.840","-0.360","-0.47%","4505078243.52","2180927","166956226.00","74.000","78.000","1000","200","76.830","76.200","78.350","75.610","1.29","66.67%","3.60%","19.496","3.69%","-0.05%","-0.05%","+3.10%","+2.92%","+1.46%","+2.36%","-15.02%","-44.84%","-30.81%","折扣店"
"CGAU","Centerra Gold","23.020","+0.270","+1.19%","4502885593.82","1818955","41702596.00","22.250","23.400","100","100","22.880","22.750","23.050","22.520","1.17","0.00%","2.33%","8.105","0.93%","-0.11%","+0.33%","+1.72%","-0.09%","-2.00%","+48.69%","+38.03%","+144.28%","+61.52%","黄金"
"PTEN","Patterson-UTI Energy","11.780","-0.250","-2.08%","4492713815.72","17488945","206837563.00","11.780","12.200","5000","100","11.930","12.030","11.990","11.755","2.08","96.08%","1.95%","亏损","4.67%","0.13%","-0.72%","-8.33%","-6.14%","-2.51%","+24.73%","+5.46%","+129.77%","+98.42%","油气钻探"
"KBR","KBR科技","35.540","-1.160","-3.16%","4480448012.70","2787841","99651890.00","34.870","36.620","100","100","36.740","36.700","36.795","35.530","2.31","0.00%","3.45%","11.071","2.24%","-0.13%","-0.34%","-2.43%","-4.26%","-5.80%","+7.56%","-3.07%","-25.85%","-10.38%","建筑工程"
"TPC","Tutor Perini","85.000","-0.670","-0.78%","4468374945.00","1736352","147757955.00","81.000","88.180","100","100","86.080","85.670","86.840","84.720","3.93","0.00%","2.47%","56.291","3.67%","0.20%","-0.27%","-4.63%","-2.66%","-5.93%","+3.31%","+11.82%","+30.26%","+27.16%","建筑工程"
"FULT","富尔顿金融","23.400","+0.010","+0.04%","4467400774.20","5013572","117188092.00","23.390","23.430","200","100","23.270","23.390","23.430","23.110","3.02","33.33%","1.37%","11.250","2.66%","0.06%","+0.02%","-0.85%","-1.97%","-0.93%","-1.19%","+20.97%","+25.25%","+23.16%","地区银行"
"MANE","Veradermics","106.750","-1.930","-1.78%","4460029518.00","1870224","199355940.00","105.890","110.000","100","1000","109.300","108.680","109.300","104.540","2.48","-81.82%","4.38%","亏损","5.79%","-0.83%","+0.27%","+7.86%","+9.21%","+1.36%","-8.99%","+62.90%","+527.94%","+527.94%","生物技术"
"BWIN","Baldwin Insurance Group","31.930","-0.020","-0.06%","4454181804.62","6264121","200035342.00","31.920","32.490","29600","1200","31.980","31.950","32.040","31.900","0.50","92.21%","0.44%","亏损","8.34%","0.05%","+0.02%","+7.69%","+2.27%","+1.53%","+28.39%","+51.40%","+4.48%","+32.88%","保险经纪"
"TKC","土耳其移动通信","5.100","0.000","0.00%","4439942812.20","3030298","15364743.00","4.950","5.150","100","100","5.020","5.100","5.120","5.010","1.34","0.00%","2.16%","12.289","0.86%","-0.10%","-0.10%","-5.03%","+0.79%","-5.56%","-15.00%","-14.86%","-13.84%","-6.76%","电信服务"
"MC","Moelis & Co","59.730","+0.200","+0.34%","4424851738.89","1809435","107741249.00","58.500","63.100","100","800","59.820","59.530","59.820","58.220","2.11","-77.78%","2.69%","20.316","2.47%","0.23%","+0.42%","-6.72%","-13.61%","-10.68%","-7.42%","+12.25%","-19.45%","-10.48%","资本市场"
"PAY","Paymentus Holdings","35.040","-1.090","-3.02%","4412925230.88","1354534","47543891.00","32.510","37.390","100","1000","36.010","36.130","36.060","34.620","1.46","-81.82%","3.99%","67.384","2.22%","-0.11%","-0.11%","-3.68%","-4.70%","-8.80%","+61.25%","+43.02%","+1.42%","+10.92%","软件基础设施"
"HTFL","Heartflow","50.750","+1.180","+2.38%","4412896570.25","6607227","335813426.00","50.450","50.750","700","200","50.150","49.570","52.221","49.280","3.31","55.56%","5.93%","亏损","9.84%","-0.63%","+0.12%","+1.74%","+2.09%","+8.44%","+45.37%","+105.55%","+54.35%","+74.10%","健康信息服务"
"KVYO","Klaviyo","15.420","-0.450","-2.84%","4390497078.54","11028814","169860829.00","15.360","15.420","100","500","16.000","15.870","16.000","15.235","1.66","-66.67%","4.82%","亏损","8.79%","0.26%","+0.75%","-5.75%","-21.96%","-14.85%","+9.67%","-17.41%","-56.23%","-52.51%","应用软件"
"BC","宾士域","67.550","-0.280","-0.41%","4377066261.40","1103597","74410692.00","63.690","77.200","300","100","67.550","67.830","68.155","66.700","1.40","50.00%","2.15%","亏损","1.73%","-0.19%","-0.14%","-4.48%","-7.16%","-16.67%","-19.96%","-3.73%","+9.05%","-7.54%","休闲车"
"ATAT","亚朵","32.150","+0.130","+0.41%","4373788751.40","721743","23210377.00","31.500","33.000","200","100","32.070","32.020","32.435","31.980","0.80","33.33%","1.42%","18.573","0.79%","0.22%","+0.14%","-0.80%","-7.13%","-6.13%","+0.69%","-6.45%","-17.80%","-17.09%","住宿"
"PAM","Pampa Energia","81.550","-1.970","-2.36%","4371387198.85","187977","15434100.00","80.000","83.990","400","100","83.320","83.520","83.950","81.142","0.74","60.00%","3.36%","11.650","0.75%","0.34%","+0.22%","-5.76%","-3.76%","+2.72%","+2.08%","-2.82%","+41.97%","-7.86%","综合企业"
"BCO","The Brink's","106.120","-0.440","-0.41%","4371043960.08","1345714","142877727.00","103.740","125.000","100","200","106.310","106.560","107.270","105.275","3.41","-33.33%","1.87%","22.626","3.30%","0.11%","-0.08%","-5.23%","-0.22%","-6.19%","+10.50%","+5.79%","-6.06%","-8.49%","安全与保护"
"BULL","微牛","8.250","+0.540","+7.00%","4370556390.75","18242640","149179460.00","8.260","8.290","600","1000","7.850","7.710","8.320","7.840","1.05","-25.00%","6.23%","亏损","5.82%","-0.18%","-0.18%","-10.52%","-17.50%","-6.78%","+22.95%","+71.16%","-37.92%","+6.18%","应用软件"
